日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM平均值,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-02-21,=10168.0473,=11048.4969,=3383346716171.1201,=2329056553872,=1552705656478.4500,=11.3608,=0.5292,=14.8716,=11.1475,=9.8319
2025-02-20,=9618.6904,=10451.5713,=3191568265310.4595,=2211062775566,=1477071239877.2000,=10.8475,=0.4509,=14.8716,=11.1460,=9.8319
2025-02-19,=9687.0933,=10525.8972,=3226271238580.2197,=2225707684473,=1487789592497.6702,=10.8893,=0.4587,=14.8811,=11.1475,=9.8266
2025-02-18,=9331.6133,=10139.6362,=3113115664451.4399,=2138491887262,=1431157404589.1699,=10.4516,=0.3621,=14.8811,=11.1514,=9.8266
2025-02-17,=9522.0370,=10346.5486,=3181036975423.2798,=2179358284481,=1459223260427.0598,=10.6767,=0.4105,=14.8811,=11.1553,=9.8266
2025-02-14,=9381.6093,=10193.9613,=3126397413950.7603,=2148414219839,=1439900450828.4900,=10.5391,=0.3815,=14.8811,=11.1561,=9.8266
2025-02-13,=9366.7390,=10177.8034,=3135180540473.7202,=2144833164785,=1437274340738.5901,=10.5104,=0.3758,=14.8811,=11.1569,=9.8266
2025-02-12,=9635.1354,=10469.4402,=3228103028231.2798,=2204660890889,=1478749612611.3601,=10.8659,=0.4521,=14.8866,=11.1666,=9.8265
2025-02-11,=9357.3289,=10167.5785,=3137299445844.3398,=2140112170954,=1432967042580.3899,=10.5348,=0.3808,=14.8866,=11.1763,=9.8265
2025-02-10,=9449.5041,=10267.7351,=3180356832687.9702,=2161013306504,=1450210364877.7598,=10.7029,=0.4151,=14.8866,=11.1769,=9.8265
2025-02-07,=9342.3422,=10151.2941,=3134818242317.8101,=2134725407956,=1438051180842.5200,=10.6344,=0.4018,=14.8866,=11.1774,=9.8265
2025-02-06,=9291.5683,=10096.1237,=3131123676960.5801,=2120959789531,=1434267146930.3601,=10.6237,=0.3961,=14.8866,=11.1782,=9.8265
2025-02-05,=8954.2491,=9729.5961,=3021676372662.2505,=2039236268811,=1379503528691.2102,=10.1590,=0.2965,=14.9323,=11.1790,=9.8250
2025-01-27,=8658.8545,=9408.6233,=2898857213885.4297,=1979597344400,=1330923019867.7004,=9.8319,=0.2021,=14.9323,=11.1801,=9.8250
2025-01-24,=8917.0272,=9689.1511,=2987632215333.8198,=2035124762952,=1369014958326.2202,=10.0347,=0.2583,=14.9323,=11.1812,=9.8250
2025-01-23,=8864.1379,=9631.6821,=2970048075776.3701,=2024457189522,=1359699485103.7300,=9.9448,=0.2373,=14.9323,=11.1851,=9.8250
2025-01-22,=9000.4622,=9779.8107,=3022152789733.2998,=2050914968840,=1380259451965.2097,=10.0348,=0.2580,=14.9323,=11.1891,=9.8250
2025-01-21,=9016.3261,=9797.0483,=3038970952945.1504,=2056843483521,=1384880875364.2798,=10.0760,=0.2665,=14.9638,=11.1926,=9.8221
2025-01-20,=8946.6325,=9721.0177,=3016598741452.5796,=2038644267269,=1374327768251.6799,=9.9385,=0.2356,=14.9638,=11.1961,=9.8221
2025-01-17,=8934.9128,=9708.2836,=3020462423948.9897,=2036274051247,=1375978132122.7500,=10.0085,=0.2517,=14.9638,=11.2019,=9.8221
2025-01-16,=8751.4399,=9508.9300,=2942159706250.8203,=1995086815546,=1344374595811.6702,=9.7086,=0.1750,=14.9638,=11.2077,=9.8221
2025-01-15,=8996.3286,=9775.0153,=3039440583433.7500,=2044915606749,=1374035584398.7896,=9.9005,=0.2239,=14.9638,=11.2077,=9.8250
2025-01-14,=9012.8499,=9792.9666,=3037897035155.0898,=2050614603179,=1376421419782.4399,=9.8614,=0.2134,=14.9937,=11.2077,=9.8221
2025-01-13,=8712.7268,=9466.8660,=2945794409923.3198,=1985037417140,=1325833912759.0002,=9.4833,=0.1243,=14.9937,=11.2129,=9.8221
2025-01-10,=8764.4285,=9523.0428,=2949422608439.7700,=1995053949160,=1331798234848.7900,=9.5403,=0.1344,=14.9937,=11.2180,=9.8250
2025-01-09,=8798.5413,=9560.1083,=2949242720881.8804,=2003590321786,=1338370009286.9695,=9.6909,=0.1696,=14.9937,=11.2200,=9.8265
2025-01-08,=8765.2381,=9523.9225,=2933035752097.1201,=1997917227278,=1330934539745.0200,=9.6346,=0.1567,=14.9937,=11.2219,=9.8266
2025-01-07,=8751.0820,=9508.5411,=2938795238045.3203,=1996133613072,=1330172184126.7500,=9.5682,=0.1454,=15.0099,=11.2248,=9.8266
2025-01-06,=8367.0402,=9091.2581,=2805353769843.7197,=1912760899124,=1275574851789.5901,=9.2110,=0.0934,=15.0099,=11.2277,=9.8348
2025-01-03,=8403.2326,=9130.5832,=2819280600325.9795,=1917768370472,=1284526957007.0500,=9.2861,=0.0973,=15.0099,=11.2281,=9.8351
2025-01-02,=8582.1827,=9325.0225,=2878538609077.3003,=1957399918234,=1310676181976.5901,=9.4159,=0.1112,=15.0099,=11.2285,=9.8400
2024-12-31,=8989.4827,=9767.5768,=3018695927413.3799,=2046401218520,=1374535482599.8899,=9.8810,=0.2126,=15.0099,=11.2328,=9.8425
2024-12-30,=9365.2698,=10175.8906,=3145503404616.5200,=2130367838729,=1432357365039.8398,=10.2890,=0.3187,=15.0232,=11.2370,=9.8400
2024-12-27,=9328.2849,=10135.7044,=3127060619685.1699,=2121756193275,=1429275217615.0500,=10.3788,=0.3382,=15.0232,=11.2387,=9.8400
2024-12-26,=9407.8371,=10222.1423,=3145905453859.3906,=2135139271293,=1441610068208.7600,=10.5155,=0.3677,=15.0232,=11.2405,=9.8400
2024-12-25,=9246.7869,=10047.1522,=3115116410309.6001,=2101770005100,=1416186902522.7200,=10.2620,=0.3102,=15.0232,=11.2483,=9.8400
2024-12-24,=9216.3399,=10014.0699,=3089721997067.7603,=2104626805753,=1411527898677.6101,=10.2278,=0.3028,=15.0232,=11.2561,=9.8400
2024-12-23,=9091.6536,=9878.5912,=3043850920295.1895,=2076801621481,=1392423354445.0701,=10.0731,=0.2591,=15.0407,=11.2603,=9.8351
2024-12-20,=9223.9437,=10022.3318,=3068599752052.7300,=2111489742127,=1410045323266.6499,=10.2121,=0.2963,=15.0407,=11.2645,=9.8351
2024-12-19,=8941.5466,=9715.4915,=2940178050509.3799,=2046814487362,=1366112750119.7805,=9.9626,=0.2340,=15.0407,=11.2659,=9.8351
2024-12-18,=8738.9900,=9495.3970,=2874434270230.8701,=2005613814289,=1335664849456.6399,=9.7397,=0.1236,=15.0407,=11.2674,=9.8351
2024-12-17,=8498.5700,=9233.0436,=2806090064500.1396,=1950488187896,=1302155504318.5403,=9.5400,=0.0974,=15.0407,=11.2719,=9.8400
2024-12-16,=8561.9500,=9301.9043,=2818925678956.6299,=1962777459837,=1311286967554.8701,=9.6365,=0.1045,=15.0588,=11.2763,=9.8400
2024-12-13,=8680.2600,=9430.4382,=2844152171880.7998,=1986295707167,=1316384585139.0798,=9.5247,=0.1301,=15.0588,=11.2768,=9.8425
2024-12-12,=8828.9800,=9592.0113,=2910522050673.4297,=2020481683750,=1339181970093.3398,=9.6756,=0.1636,=15.0588,=11.2772,=9.8475
2024-12-11,=8747.8254,=9503.8411,=2883081138182.2100,=2002583934879,=1329453987626.3799,=9.6724,=0.1629,=15.0588,=11.2809,=9.8478
2024-12-10,=8808.5494,=9569.8130,=2908734288992.6401,=2011836333521,=1339449176399.1702,=9.7214,=0.1708,=15.0588,=11.2846,=9.8480
2024-12-09,=8752.7685,=9509.2114,=2884609160079,=1999893774985,=1330699052780.3899,=9.6650,=0.1608,=15.0841,=11.2863,=9.8480
2024-12-06,=8908.9219,=9678.8601,=2938599770942.3301,=2035399657535,=1354051610610.4702,=9.8087,=0.1874,=15.0841,=11.2880,=9.8491
2024-12-05,=8803.7327,=9564.5801,=2902121283182.6504,=2012590167958,=1335615801685.2000,=9.6212,=0.1525,=15.0841,=11.2928,=9.8491
2024-12-04,=8831.2665,=9594.4935,=2913558207593.0601,=2018244875376,=1341578578964.8296,=9.6715,=0.1612,=15.0841,=11.2976,=9.8579
2024-12-03,=8800.2554,=9560.8023,=2902520266790.1494,=2015702349438,=1334784929982.6802,=9.6064,=0.1496,=15.0841,=11.3017,=9.8596
2024-12-02,=8945.5489,=9718.6525,=2952449916629.2798,=2048191331377,=1358424676935.2100,=9.7592,=0.1778,=15.0995,=11.3058,=9.8596
2024-11-29,=8889.3180,=9657.5620,=2939778019751.1802,=2035429924431,=1350103040274.6899,=9.6980,=0.1647,=15.0995,=11.3074,=9.8601
2024-11-28,=8719.7003,=9473.2854,=2878691872031.4404,=1996007505291,=1324487665907.9399,=9.5302,=0.1320,=15.0995,=11.3090,=9.8604
2024-11-27,=8740.9357,=9496.3560,=2886161222626.2100,=2001966860474,=1329135988277.7300,=9.5403,=0.1321,=15.0995,=11.3108,=9.8608
2024-11-26,=8448.4641,=9178.6080,=2789206245375.7896,=1937079818818,=1287446056562.4702,=9.2772,=0.0978,=15.0995,=11.3125,=9.8635
2024-11-25,=8512.9681,=9248.6866,=2811701364759.8501,=1952826854838,=1297216497103.2097,=9.3559,=0.1026,=15.1323,=11.3148,=9.8635
2024-11-22,=8659.5189,=9407.9028,=2862698434854.5503,=1981596984235,=1319874065321.3701,=9.4889,=0.1246,=15.1323,=11.3172,=9.8672
2024-11-21,=9056.6677,=9839.3745,=2996513035815.8804,=2071113128488,=1380660680962.7200,=9.8934,=0.2071,=15.1323,=11.3183,=9.8697
2024-11-20,=8994.7601,=9772.1167,=2973768429015.5898,=2058248425235,=1374894952482.0098,=9.8895,=0.2057,=15.1323,=11.3195,=9.8697
2024-11-19,=9018.7534,=9798.1836,=2985287700200.0601,=2061314214946,=1380006413071.5601,=9.9296,=0.2145,=15.1323,=11.3226,=9.8697
2024-11-18,=8748.5183,=9504.5939,=2894268495688,=1997791049782,=1338457692435.6702,=9.6016,=0.1462,=15.1562,=11.3257,=9.8672
2024-11-15,=8940.5242,=9713.1935,=2954773219084.2998,=2001537713283,=1368329118412.3701,=9.7649,=0.1739,=15.1562,=11.3266,=9.8697
2024-11-14,=9348.0966,=10155.9896,=3078273428469.4102,=2094739667885,=1431292892351.1499,=10.2631,=0.2961,=15.1562,=11.3274,=9.8724
2024-11-13,=9696.1045,=10534.0735,=3187543128622.3799,=2174512080363,=1486073326221.0400,=10.6825,=0.3861,=15.1562,=11.3297,=9.8724
2024-11-12,=9679.3586,=10515.8803,=3184314491093.1602,=2167570834890,=1488009768244.0901,=10.6428,=0.3778,=15.1562,=11.3319,=9.8724
2024-11-11,=9934.7198,=10793.3106,=3278428680411.9897,=2219697322958,=1527451085605.9700,=10.9624,=0.4451,=15.1610,=11.3320,=9.8697
2024-11-08,=9330.0701,=10136.4051,=3090823798404.5903,=2080413390964,=1431532583718.5698,=10.2861,=0.3017,=15.1610,=11.3320,=9.8697
2024-11-07,=9342.3427,=10149.7383,=3102678302993.4004,=2078945323864,=1427847229623.4502,=10.3139,=0.3099,=15.1610,=11.3341,=9.8697
2024-11-06,=9052.7256,=9835.0916,=2980563530104.7002,=2016084092387,=1383927767539.5903,=9.9910,=0.2278,=15.1610,=11.3363,=9.8697
2024-11-05,=8941.3933,=9714.1375,=2948039654633.1597,=1994561405750,=1368671140608.3799,=9.9036,=0.2090,=15.1610,=11.3425,=9.8697
2024-11-04,=8526.1022,=9262.9556,=2788779757766.4502,=1905684407854,=1305363103210.0300,=10.8443,=0.4223,=15.2505,=11.3488,=9.8672
2024-11-01,=8367.2758,=9090.4029,=2737542733503.6904,=1871065998157,=1280137731587.8401,=9.2949,=0.0999,=15.2505,=11.3488,=9.8672
2024-10-31,=8698.1004,=9449.8184,=2841947004142.1704,=1944896117354,=1328597233119.9497,=9.6520,=0.1524,=15.2505,=11.3488,=9.8697
2024-10-30,=8508.2605,=9243.5719,=2786169617735.8999,=1904322470654,=1298868087074.8799,=9.6683,=0.1565,=15.2505,=11.3495,=9.8724
2024-10-29,=8633.1621,=9379.2679,=2852261211490.2798,=1928092809172,=1319807027704.6802,=9.8221,=0.1828,=15.2505,=11.3501,=9.8746
2024-10-28,=8635.2240,=9381.5080,=2856490519081.5400,=1930027238758,=1319530853293.4900,=9.9364,=0.2124,=15.2594,=11.3520,=9.8746
2024-10-25,=8644.1672,=9391.2241,=2863447809847.6597,=1933360767589,=1322114966551.3398,=10.0845,=0.2452,=15.2594,=11.3539,=9.8746
2024-10-24,=8585.0337,=9326.9801,=2852954880594.4600,=1918229719601,=1312469554310.8999,=9.9979,=0.2263,=15.2594,=11.3581,=9.8746
2024-10-23,=8588.0516,=9330.2588,=2846687271697.1592,=1922511501408,=1313295145976.8501,=10.0302,=0.2321,=15.2594,=11.3622,=9.8746
2024-10-22,=8728.8166,=9483.1892,=2902458351881.0396,=1950247561299,=1335131879877.7002,=10.2325,=0.2841,=15.2594,=11.3627,=9.8746
2024-10-21,=8855.7323,=9621.0733,=2949449780190.4502,=1978057984306,=1352780388770.2302,=10.3991,=0.3203,=15.2599,=11.3632,=9.8724
2024-10-18,=8611.9001,=9356.1683,=2850445510329.1299,=1925103961967,=1315501884943.9502,=10.1260,=0.2598,=15.2599,=11.3648,=9.8724
2024-10-17,=7701.7778,=8367.3903,=2517145332904.2002,=1726752535247,=1178370581874.0105,=9.0635,=0.0888,=15.2599,=11.3664,=9.8724
2024-10-16,=7677.2997,=8340.7967,=2500880001692.2598,=1721839860987,=1175890924091.3701,=9.0864,=0.0889,=15.2599,=11.3714,=9.8746
2024-10-15,=7868.3532,=8548.3616,=2557002204527.5898,=1767062607257,=1204109547186.0601,=9.5434,=0.1306,=15.2599,=11.3763,=9.8813
2024-10-14,=8018.9464,=8711.9695,=2610976440640.5303,=1797672181180,=1225970426597.6101,=9.7808,=0.1740,=15.2776,=11.3764,=9.8813
2024-10-11,=7757.3572,=8427.7729,=2509219616536.5796,=1741409535829,=1188358590477.6699,=9.5207,=0.1292,=15.2776,=11.3765,=9.8827
2024-10-10,=8273.8624,=8988.9161,=2681032960595.4302,=1857966978773,=1268571675745.0798,=10.2237,=0.2795,=15.2776,=11.3832,=9.8835
2024-10-09,=8771.5274,=9529.5908,=2855590562902.8306,=1966375772431,=1345963270339.0503,=10.8536,=0.4156,=15.2776,=11.3898,=9.8835
2024-10-08,=8552.3294,=9291.4490,=2734025998538.4805,=1924970755160,=1313943549141.3799,=10.6298,=0.3660,=15.2776,=11.3924,=9.8835
2024-09-30,=7391.3901,=8030.1776,=2341121955266.5303,=1666902756640,=1135588432344.5698,=9.0535,=0.0886,=15.2853,=11.3950,=9.8827
2024-09-27,=6426.0852,=6981.4480,=2016883135199.5801,=1452345503928,=987502576379.3702,=7.7705,=0.0177,=15.2853,=11.4048,=9.8835
2024-09-26,=5969.2451,=6485.1264,=1874485221776.5400,=1348736678143,=917149168364.7102,=7.2118,=0.0145,=15.2853,=11.4146,=9.8851
2024-09-25,=5728.3257,=6223.3859,=1804016518990.6704,=1294778092044,=879375210361.8300,=6.8833,=0.0073,=15.2853,=11.4157,=9.8928
2024-09-24,=5678.7265,=6169.5002,=1790107113980.6001,=1283224292344,=871655090404.9800,=6.8320,=0.0048,=15.2853,=11.4167,=9.9007
2024-09-23,=5467.5190,=5940.0395,=1724972074722.3999,=1234826984139,=839359421852.2201,=6.5721,=0,=15.2857,=11.4200,=9.9007
2024-09-20,=5533.6160,=6011.8488,=1745681084905.1399,=1250090254773,=850178262083.1001,=6.6765,=0.0008,=15.2857,=11.4234,=9.9020
2024-09-19,=5564.6492,=6045.5640,=1753088158526.0400,=1257325222666,=854878578195.0199,=6.7174,=0.0008,=15.2857,=11.4328,=9.9032
2024-09-18,=5503.0890,=5978.6836,=1732765954750.3000,=1243985729309,=845219476363.3298,=6.6477,=0,=15.2857,=11.4423,=9.9066
2024-09-13,=5568.1503,=6049.3677,=1748768907684.7598,=1258151697868,=854458182647.7001,=6.7549,=0,=15.2857,=11.4520,=9.9105
2024-09-12,=5623.6451,=6109.6585,=1763587105470.7700,=1271553502338,=863894870486.7698,=6.8134,=0,=15.3261,=11.4616,=9.9105
2024-09-11,=5694.4391,=6186.5708,=1786674508317.6296,=1286278513576,=874846142552.1097,=6.9134,=0.0016,=15.3261,=11.4618,=9.9110
2024-09-10,=5708.6706,=6202.0323,=1796039480233.6904,=1287566803306,=877263216670.5300,=6.9220,=0.0016,=15.3261,=11.4619,=9.9236
2024-09-09,=5663.7344,=6153.2126,=1781578995742.7395,=1277977072409,=870593903588.2000,=6.8475,=0,=15.3261,=11.4717,=9.9254
2024-09-06,=5691.6437,=6183.5339,=1790555793071.5300,=1284825480775,=874629696874.4498,=6.8804,=0,=15.3261,=11.4815,=9.9288
2024-09-05,=5765.5130,=6263.7872,=1812016461416.4504,=1301912881374,=886969354088.0099,=6.9836,=0.0016,=15.3331,=11.4889,=9.9288
2024-09-04,=5786.4221,=6286.5033,=1819795275660.8799,=1307393108934,=887025871651.7701,=6.9545,=0.0008,=15.3331,=11.4963,=9.9361
2024-09-03,=5839.8109,=6344.5062,=1836759364464.3701,=1318741561401,=895288633017.1700,=7.0014,=0.0008,=15.3331,=11.4963,=9.9371
2024-09-02,=5805.6635,=6307.4077,=1833271003169.9297,=1309970594696,=888559900143.5599,=6.9347,=0,=15.3331,=11.4964,=9.9386
2024-08-30,=6022.4619,=6542.9425,=1897189663558.4504,=1358017362803,=921921913223.2202,=7.2083,=0.0008,=15.3331,=11.5083,=9.9417
2024-08-29,=5822.4402,=6325.6343,=1835832086273.5000,=1313557169984,=892070903317.9940,=7.0423,=0,=15.3808,=11.5202,=9.9417
2024-08-28,=5763.4262,=6261.5201,=1820413385380.6899,=1299244922082,=882048987373.8679,=7.8998,=0.0139,=15.3808,=11.5252,=9.9506
2024-08-27,=5764.1461,=6262.3022,=1818077833090.2200,=1299539255386,=881488472057.9380,=8.9905,=0.0689,=15.3808,=11.5302,=9.9575
2024-08-26,=5857.3493,=6363.5604,=1844067553566.6699,=1321275539261,=891713487565.8202,=8.2529,=0.0353,=15.3808,=11.5351,=9.9611
2024-08-23,=5867.4214,=6374.5030,=1846134589741.2600,=1322611609415,=892670412102.4961,=8.2675,=0.0361,=15.3808,=11.5401,=9.9630
2024-08-22,=5909.7592,=6420.4998,=1855251389329.7500,=1332700115730,=898387485609.5721,=9.3453,=0.0838,=15.3834,=11.5412,=9.9630
2024-08-21,=6009.0567,=6528.3789,=1887116146164.5400,=1356007766969,=913711534349.9420,=9.4926,=0.1069,=15.3834,=11.5424,=9.9654
2024-08-20,=6052.2813,=6575.3392,=1899712422127.1001,=1365527682329,=922009452145.5320,=9.5864,=0.1251,=15.3834,=11.5435,=9.9662
2024-08-19,=6134.0030,=6664.1235,=1927022207299.1001,=1383634520581,=929276777212.3020,=9.7708,=0.1532,=15.3834,=11.5446,=9.9718
2024-08-16,=6128.1378,=6657.7514,=1925433569318.7605,=1379128967472,=929395137169.4980,=9.7369,=0.1476,=15.3834,=11.5529,=9.9731
2024-08-15,=6154.8247,=6686.7447,=1934115916190.5000,=1385164692557,=933788405502.3180,=9.8178,=0.1584,=15.3869,=11.5613,=9.9731
2024-08-14,=6119.6973,=6648.5814,=1918352369123.1101,=1379019762974,=928548878225.9440,=9.8491,=0.1685,=15.3869,=11.5654,=9.9737
2024-08-13,=6197.1683,=6732.7476,=1939758399170.7705,=1396726526069,=940776445857.1379,=10.0225,=0.2083,=15.3869,=11.5695,=9.9800
2024-08-12,=6148.4902,=6679.0893,=1926325043114.8501,=1386145189887,=933111667890.8060,=8.8787,=0.0620,=15.3869,=11.5715,=9.9800
2024-08-09,=6174.8429,=6707.7161,=1932747672463.1296,=1394193465326,=936509307756.5562,=8.9165,=0.0621,=15.3869,=11.5735,=9.9833
2024-08-08,=6161.0365,=6692.7182,=1925243499773.8696,=1392216717667,=936001357610.6738,=8.9521,=0.0621,=15.4144,=11.5737,=9.9833
2024-08-07,=6137.8497,=6667.5040,=1916939086380.3296,=1388182729580,=932471676310.1760,=8.9548,=0.0622,=15.4144,=11.5738,=9.9835
2024-08-06,=6210.0289,=6745.6747,=1937614516500.4399,=1403693237681,=943204241679.6440,=9.0530,=0.0672,=15.4144,=11.5795,=9.9923
2024-08-05,=6181.0191,=6714.1626,=1927631912350.8103,=1397328015074,=938804955960.1479,=8.9856,=0.0623,=15.4144,=11.5852,=9.9961
2024-08-02,=6468.1868,=7025.3704,=2009864617949.6001,=1461526927164,=981978852948.7004,=9.4252,=0.0914,=15.4144,=11.5993,=9.9987
2024-08-01,=6641.2120,=7213.3003,=2058309339120.7200,=1500163421552,=1007668518593.6802,=8.5080,=0.0516,=15.4399,=11.6135,=9.9987
2024-07-31,=6612.0147,=7181.5878,=2050473590478.8601,=1493445153582,=1002968268312.6218,=8.4489,=0.0458,=15.4399,=11.6218,=10.0065
2024-07-30,=6376.6882,=6925.5497,=1976251160516.4097,=1440994455637,=967945424499.9960,=8.1587,=0.0300,=15.4399,=11.6301,=10.0100
2024-07-29,=6311.6124,=6854.8726,=1953707292895.0903,=1426822936258,=957801382305.7338,=8.0586,=0.0250,=15.4399,=11.6311,=10.0163
2024-07-26,=6422.0064,=6974.7686,=1998508530260.0200,=1449892656069,=975013603664.0060,=8.1961,=0.0301,=15.4399,=11.6322,=10.0174
2024-07-25,=6368.0351,=6916.1518,=1979958612705.0503,=1438145225204,=966137174040.8242,=8.1137,=0.0259,=15.4512,=11.6342,=10.0174
2024-07-24,=6432.6074,=6986.2820,=1994599094953.9900,=1451244091799,=975432766873.0800,=8.1897,=0.0284,=15.4512,=11.6362,=10.0265
2024-07-23,=6489.7158,=7048.3059,=2010765945405.8201,=1464335692809,=985541632791.6680,=9.3866,=0.0803,=15.4512,=11.6363,=10.0338
2024-07-22,=6814.0659,=7400.5739,=2107153880041.5305,=1537213710110,=1034388916548.3656,=8.7363,=0.0503,=15.4512,=11.6364,=10.0348
2024-07-19,=6806.9093,=7392.8013,=2105802791396.6797,=1535743564654,=1033328997752.9301,=8.6929,=0.0495,=15.4512,=11.6618,=10.0394
2024-07-18,=6632.0543,=7202.5555,=2045117623592,=1497269312008,=1007595787319.8500,=8.4814,=0.0436,=15.5187,=11.6872,=10.0394
2024-07-17,=6618.9083,=7188.2786,=2037956116118.0696,=1492761370107,=1006073047528.2900,=8.5069,=0.0453,=15.5187,=11.6872,=10.0419
2024-07-16,=6688.3503,=7263.6942,=2058976169757.5200,=1506595564378,=1016793111652.8502,=8.5601,=0.0454,=15.5187,=11.6872,=10.0442
2024-07-15,=6477.1833,=7034.3623,=1994306048080.4399,=1458445201564,=987856312841.1021,=8.3649,=0.0353,=15.5187,=11.6895,=10.0465
2024-07-12,=6423.5317,=6976.0955,=1976544651287.0295,=1447090066912,=980338484322.6479,=8.2947,=0.0337,=15.5187,=11.6918,=10.0470
2024-07-11,=6379.2678,=6928.0239,=1965747759994.1597,=1434591954464,=973283045718.4100,=8.2499,=0.0312,=15.5407,=11.6940,=10.0470
2024-07-10,=6326.4292,=6870.6400,=1951370697082.6001,=1423463326587,=964157721873.5780,=10.1434,=0.2277,=15.5407,=11.6961,=10.0534
2024-07-09,=6326.5951,=6870.8202,=1953862686867.9600,=1423994304245,=964517694288.3600,=10.1647,=0.2338,=15.5407,=11.6969,=10.0534
2024-07-08,=6090.5971,=6614.5212,=1883900470301.8401,=1370871679128,=929450275281.8600,=9.8351,=0.1478,=15.5407,=11.6976,=10.0534
2024-07-05,=6086.8670,=6610.4703,=1884964995671.5205,=1369439271726,=928730156039.4680,=7.8420,=0.0085,=15.5407,=11.6999,=10.0627
2024-07-04,=6076.7226,=6599.4533,=1877280754393.4600,=1368315740525,=926994969952.8280,=7.8018,=0.0059,=15.5677,=11.7023,=10.0627
2024-07-03,=6162.6665,=6691.2880,=1903921046978.3604,=1388113308945,=940096002501.8101,=7.9362,=0.0144,=15.5677,=11.7224,=10.0648
2024-07-02,=6090.1902,=6612.5948,=1882084931670.3999,=1372847616012,=929007952558.7560,=7.8334,=0.0068,=15.5677,=11.7425,=10.0707
2024-07-01,=6201.1631,=6733.0867,=1911038322769.3601,=1398398967939,=945515838150.9578,=10.1361,=0.2231,=15.5677,=11.7427,=10.0779
2024-06-28,=6218.0724,=6751.4464,=1915067508153.7505,=1400847920577,=948667907483.8304,=8.0244,=0.0187,=15.5677,=11.7429,=10.0779
2024-06-27,=6201.5648,=6733.5228,=1910389028411.2100,=1397363877844,=945959746381.4840,=8.0274,=0.0195,=15.5900,=11.7552,=10.0779
2024-06-26,=6280.5647,=6818.3507,=1937755376012.1196,=1415858218539,=957888814214.4480,=8.1280,=0.0213,=15.5900,=11.7675,=10.0821
2024-06-25,=6145.1461,=6671.3367,=1898151754461.5601,=1386654882123,=937437408368.2758,=7.9743,=0.0162,=15.5900,=11.7785,=10.0829
2024-06-24,=6384.0488,=6930.6062,=1972442967569.9104,=1440869665557,=973816086292.3298,=9.4499,=0.0775,=15.5900,=11.7896,=10.0834
2024-06-21,=6547.6511,=7105.1750,=2026964931903.0300,=1476237136686,=998443127155.2262,=8.4920,=0.0358,=15.5900,=11.7902,=10.0846
2024-06-20,=6535.0208,=7091.4692,=2023234670405.9500,=1474255205203,=996538258392.3816,=8.4591,=0.0333,=15.6190,=11.7909,=10.0846
2024-06-19,=6534.7936,=7090.8318,=2015669534810.3401,=1474041204066,=995989600291.3120,=8.3985,=0.0273,=15.6190,=11.7928,=10.0848
2024-06-18,=6537.0792,=7093.1019,=2020062381509.5696,=1476040852990,=997072522759.4622,=8.4025,=0.0274,=15.6190,=11.7947,=10.0927
2024-06-17,=6535.3897,=7090.2155,=2017864234582.3701,=1476567506235,=996526345867.2778,=8.4088,=0.0274,=15.6190,=11.8029,=10.0931
2024-06-14,=6376.1988,=6917.5100,=1971713893301.0400,=1441280749322,=973033366479.0480,=8.2565,=0.0248,=15.6190,=11.8112,=10.0943
2024-06-13,=6403.5680,=6947.2027,=1983686368474.5801,=1448065855623,=977748422895.8260,=8.2932,=0.0249,=15.6250,=11.8122,=10.0943
2024-06-12,=6351.9033,=6890.4715,=1971063764996.6399,=1435324927789,=970412966997.4882,=8.2042,=0.0223,=15.6250,=11.8133,=10.0952
2024-06-11,=6377.2094,=6917.9232,=1982586930019.0703,=1439667705902,=974269486741.3700,=8.2198,=0.0232,=15.6250,=11.8387,=10.1005
2024-06-07,=6166.8932,=6689.5460,=1913944270951.8000,=1392898218730,=942530691744.4580,=7.9337,=0.0129,=15.6250,=11.8642,=10.1042
2024-06-06,=6169.3123,=6691.6433,=1913783955975.9399,=1394312003100,=943615147960.6000,=7.9617,=0.0129,=15.6250,=11.8647,=10.1043
2024-06-05,=6200.7361,=6723.8653,=1920070356319.5400,=1400639810995,=947922590497.0702,=8.0271,=0.0164,=15.6681,=11.8652,=10.1043
2024-06-04,=6166.7485,=6686.8135,=1908787373442.8003,=1392639012500,=942782988991.0861,=7.9981,=0.0155,=15.6681,=11.8665,=10.1046
2024-06-03,=6162.1414,=6681.8179,=1906310222146.3000,=1391371430375,=941988924389.6200,=7.9952,=0.0147,=15.6681,=11.8678,=10.1051
2024-05-31,=6050.9066,=6561.2022,=1876802286339.7300,=1362117244618,=925505840604.4420,=7.8720,=0.0086,=15.6681,=11.8951,=10.1077
2024-05-30,=6079.6602,=6591.4577,=1885606578595.9800,=1370135626456,=930212498277.7040,=7.8725,=0.0086,=15.6681,=11.9224,=10.1081
2024-05-29,=5965.3076,=6467.2943,=1845031094388.5105,=1346179469664,=912468645912.0724,=7.7367,=0.0009,=15.6876,=11.9244,=10.1081
2024-05-28,=5995.0202,=6499.5072,=1854322599661.5295,=1352357035158,=916864103507.6400,=7.7897,=0.0043,=15.6876,=11.9265,=10.1130
