日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM平均值,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-17,=18079.7400,=19705.4225,=6510062389541.6992,=5369269509169,=3456322512483.7627,=22.2834,=0.9845,=15.5168,=11.3453,=9.7649
2026-07-16,=19471.2900,=21222.0959,=7006303752404.8398,=5760752266150,=3721254672540.5679,=24.0819,=0.9869,=15.4830,=11.3419,=9.7649
2026-07-15,=20652.3100,=22509.3087,=7341985600558.0420,=6074368240737,=3946145220509.2920,=25.5124,=0.9874,=15.4737,=11.3391,=9.7649
2026-07-14,=21802.2700,=23762.6735,=7743929078724.0498,=6408449572323,=4163695236221.4570,=27.0746,=0.9898,=15.4737,=11.3363,=9.7603
2026-07-13,=21414.6800,=23340.2290,=7680007024230.9102,=6330033720194,=4089730265708.4790,=27.0127,=0.9898,=15.4512,=11.3341,=9.7603
2026-07-10,=22325.1000,=24332.5120,=7905017170874.5098,=6552825414319,=4258726393463.6860,=31.4928,=0.9970,=15.4399,=11.3320,=9.7603
2026-07-09,=23874.9100,=26021.6764,=8445308895075.4600,=7017610585574,=4556323934130.6572,=33.7514,=0.9994,=15.4144,=11.3320,=9.7603
2026-07-08,=21833.9100,=23797.1618,=7720250997443.9102,=6454356996008,=4165628696289.3481,=31.1831,=0.9970,=15.3894,=11.3319,=9.7603
2026-07-07,=22004.1900,=23982.7471,=7707970697901.9219,=6486291468681,=4194675992739.2559,=31.0048,=0.9970,=15.3894,=11.3297,=9.7592
2026-07-06,=22108.0300,=24095.9260,=7689466983259.8398,=6474827677709,=4212857932380.5322,=30.6927,=0.9964,=15.3869,=11.3274,=9.7592
2026-07-03,=21934.4800,=23906.7732,=7588797104537.0898,=6407279033899,=4179559955483.6362,=29.8723,=0.9958,=15.3834,=11.3266,=9.7592
2026-07-02,=22163,=24154.0544,=7689677259371.6602,=6481108816708,=4223814944443.5010,=30.6986,=0.9970,=15.3808,=11.3257,=9.7592
2026-07-01,=24286.8800,=26468.7335,=8374565670129.8584,=7073819298636,=4629504833051.8701,=33.4472,=0.9994,=15.3360,=11.3252,=9.7592
2026-06-30,=24861.0500,=27094.4863,=8594577350429.4102,=7259134682014,=4740485755237.6699,=34.3027,=1,=15.3360,=11.3246,=9.7546
2026-06-29,=24226.2400,=26401.4791,=8317270539154.3066,=7042277622283,=4612937682979.6172,=32.9155,=1,=15.3331,=11.3221,=9.7546
2026-06-26,=23056.2800,=25126.4794,=7975446344941.8496,=6731875658981,=4391409403915.0981,=31.2525,=0.9994,=15.3261,=11.3195,=9.7546
2026-06-25,=23318.2800,=25411.9976,=8109819228309.9102,=6815583321493,=4445451308105.1914,=31.6453,=1,=15.2857,=11.3183,=9.7546
2026-06-24,=22111.0400,=24096.2257,=7731537915601.1406,=6485149641658,=4217543435967.8242,=30.1040,=1,=15.2853,=11.3172,=9.7546
2026-06-23,=20987.7000,=22872.0271,=7351703089873.8301,=6181423819870,=4006327887522.9199,=28.9068,=0.9988,=15.2853,=11.3148,=9.7536
2026-06-22,=21473.8000,=23400.1399,=7419647373760.5918,=6299373604509,=4100907742994.6001,=29.4372,=1,=15.2806,=11.3125,=9.7536
2026-06-18,=20721.2800,=22580.1100,=7223521390241.2510,=6136192314884,=3963868978848.7817,=29.2629,=1,=15.2776,=11.3108,=9.7536
2026-06-17,=19831.5600,=21610.5728,=6874624115723.9014,=5837467914032,=3786788763638.4058,=27.7544,=1,=15.2599,=11.3090,=9.7536
2026-06-16,=18702.0700,=20379.7648,=6522011346398.1104,=5524676282930,=3575593082724.0649,=26.4620,=1,=15.2597,=11.3074,=9.7536
2026-06-15,=18523.8300,=20185.0628,=6497228933413.8496,=5503901840600,=3545012756773.1201,=26.2655,=1,=15.2597,=11.3058,=9.7517
2026-06-12,=17477.3200,=19044.7058,=5622563499032.6904,=4781387496112,=3005383698087.8232,=21.9272,=0.9970,=15.2594,=11.3022,=9.7517
2026-06-11,=17610.2200,=19189.5218,=5657421531164.6709,=4798943901601,=3023419945672.6694,=21.9769,=0.9976,=15.2505,=11.2986,=9.7517
2026-06-10,=17521.2800,=19092.5987,=5614843172758.0605,=4767595105111,=3006682257488.3125,=19.4583,=0.9800,=15.2468,=11.2981,=9.7517
2026-06-09,=17751.2800,=19342.5694,=5672365442909.5918,=4810844993692,=3044769429433.6211,=22.1596,=0.9982,=15.2115,=11.2976,=9.7517
2026-06-08,=16880.2100,=18393.4150,=5411600545789.3594,=4589627876999,=2899724630856.6235,=18.6039,=0.9739,=15.2115,=11.2928,=9.7471
2026-06-05,=17641.1900,=19222.6094,=5654057440097.4893,=4794619069313,=3029381495919.9946,=19.4901,=0.9818,=15.1986,=11.2880,=9.7471
2026-06-04,=18583.1500,=20249.0069,=5944838944540.9697,=5035970565019,=3190803273489.2876,=23.1825,=1,=15.1728,=11.2863,=9.7471
2026-06-03,=18238.2700,=19872.2410,=5864396924721.3594,=4965154445889,=3136942142833.6299,=20.0666,=0.9897,=15.1639,=11.2846,=9.7471
2026-06-02,=17629.9700,=19209.4473,=5684156764548.5000,=4797743808351,=3031208966715.0220,=19.5572,=0.9848,=15.1610,=11.2809,=9.7471
2026-06-01,=17333.1900,=18886.0708,=5586796412156.9004,=4700473618217,=2975815017166.5703,=19.5065,=0.9842,=15.1610,=11.2772,=9.7442
2026-05-29,=18347.7400,=19991.3050,=5913943773990.3906,=4977397193576,=3151787170196.6509,=18.0476,=0.9659,=15.1562,=11.2768,=9.7442
2026-05-28,=19395.8500,=21132.2091,=6301358567063.5391,=5276084622152,=3333200761120.1250,=19.2904,=0.9829,=15.1549,=11.2763,=9.7442
2026-05-27,=19329.4300,=21059.1969,=6210546781356.8604,=5230452115784,=3314726566943.7588,=21.7985,=0.9988,=15.1427,=11.2719,=9.7442
2026-05-26,=19868.5000,=21646.5104,=6402553432025.6016,=5404740948072,=3412629665211.9229,=22.4321,=1,=15.1323,=11.2674,=9.7442
2026-05-25,=20000.7000,=21787.2782,=6464897114142.1191,=5423417059757,=3437946047630.5049,=19.8435,=0.9878,=15.1323,=11.2659,=9.7406
2026-05-22,=18621.3400,=20284.7108,=5938877411586.5898,=5050074749107,=3196033467809.9507,=18.5389,=0.9786,=15.0995,=11.2645,=9.7406
2026-05-21,=18149.3100,=19770.5119,=5807495252996.3311,=4946968891235,=3120461910217.8232,=17.9869,=0.9682,=15.0841,=11.2603,=9.7406
2026-05-20,=18722.5800,=20394.3579,=6022850525493.5400,=5119018350693,=3221428695640.7148,=18.7387,=0.9798,=15.0588,=11.2561,=9.7406
2026-05-19,=17879.2600,=19475.3863,=5720654390568.1807,=4909843905730,=3076608336038.0342,=18.0491,=0.9700,=15.0407,=11.2483,=9.7406
2026-05-18,=17194.8200,=18729.8388,=5498244005709.7305,=4697883115108,=2953665085652.6934,=17.3415,=0.9412,=15.0407,=11.2405,=9.7397
2026-05-15,=17032.6200,=18553.1624,=5465180485287.9199,=4657078821660,=2926847393929.2397,=17.1926,=0.9356,=15.0232,=11.2387,=9.7397
2026-05-14,=17078.7100,=18603.3689,=5507227155965.9902,=4703267545269,=2939336564366.8691,=17.3950,=0.9460,=15.0168,=11.2370,=9.7397
2026-05-13,=17543.4000,=19109.5385,=5682303610901.0996,=4855293751394,=3023062054728.5103,=17.7390,=0.9638,=15.0099,=11.2328,=9.7397
2026-05-12,=17096.5100,=18622.7542,=5569280353950.4189,=4746268270084,=2947377302789.3232,=17.2713,=0.9398,=14.9937,=11.2285,=9.7397
2026-05-11,=16980.7800,=18496.6969,=5508523834949.5801,=4682692779112,=2921398149929.4102,=17.1152,=0.9318,=14.9937,=11.2281,=9.7369
2026-05-08,=15971.5500,=17397.3634,=5239077741860.2607,=4432971769635,=2753916650259.0942,=16.1320,=0.8585,=14.9638,=11.2277,=9.7369
2026-05-07,=16450.4000,=17916.9587,=5418997177637.7803,=4581665566363,=2841246395602.3306,=16.4821,=0.8849,=14.9330,=11.2251,=9.7369
2026-05-06,=16211.9900,=17657.2939,=5345477968901.9688,=4523390605450,=2799849665275.8203,=16.2641,=0.8688,=14.9323,=11.2225,=9.7369
2026-04-30,=15254.3400,=16614.2672,=5035340002628.4404,=4217432066206,=2632150254758.5503,=15.4737,=0.8244,=14.8932,=11.2222,=9.7369
2026-04-29,=14480.0800,=15770.9817,=4731629150028.7393,=3954054080766,=2472132841823.6899,=15.1639,=0.8107,=14.8932,=11.2219,=9.7327
2026-04-28,=14566.5800,=15865.1904,=4757895218926.7402,=3970490761067,=2483052826784.1304,=15.2597,=0.8149,=14.8866,=11.2200,=9.7327
2026-04-27,=14725.1000,=16037.8428,=4821512753553.6689,=4021101147735,=2492455222695.2012,=15.9031,=0.8444,=14.8811,=11.2180,=9.7327
2026-04-24,=14046.9900,=15299.2764,=4613017414088.0693,=3851144905377,=2380010837105.6099,=15.1986,=0.8128,=14.8716,=11.2148,=9.7327
2026-04-23,=13809.6000,=15040.7322,=4500933817032.9805,=3768619885404,=2337759507578.8188,=15.6616,=0.8313,=14.8579,=11.2116,=9.7327
2026-04-22,=14006.7500,=15255.4569,=4553953261748.7900,=3808068710898,=2366807786639.5103,=15.9814,=0.8491,=14.8579,=11.2096,=9.7325
2026-04-21,=13626.3500,=14841.1419,=4450255819377,=3709164911300,=2304121077372.9199,=15.6041,=0.8304,=14.8553,=11.2077,=9.7325
2026-04-20,=13830.8600,=15063.8863,=4531888794806.7598,=3787373026780,=2341746897096.1001,=15.8777,=0.8427,=14.8289,=11.2077,=9.7325
2026-04-17,=13590.4900,=14802.0799,=4446168688969.7305,=3721354300950,=2299753863865.4199,=15.5347,=0.8290,=14.8257,=11.2077,=9.7325
2026-04-16,=13496.9100,=14700.1627,=4405277262224.9707,=3687355393803,=2284506472946.7695,=15.4830,=0.8277,=14.8042,=11.2019,=9.7325
2026-04-15,=13348.8700,=14538.9224,=4364500400857.9409,=3645683208772,=2259734815077.2402,=15.3894,=0.8257,=14.8042,=11.1961,=9.7261
2026-04-14,=13411.8100,=14607.4709,=4354604056859.8198,=3648475795590,=2266330388223.0195,=15.5168,=0.8281,=14.7911,=11.1926,=9.7261
2026-04-13,=13141.0500,=14312.5784,=4277793759025.6401,=3578809414093,=2221102726083.7900,=15.2115,=0.8174,=14.7910,=11.1891,=9.7261
2026-04-10,=13057.4800,=14221.5610,=4248631818770.6191,=3547596706491,=2206697704993.7998,=15.1427,=0.8148,=14.7832,=11.1851,=9.7261
2026-04-09,=12817.9200,=13960.6352,=4180293247690.9102,=3488434128780,=2166856650195.3704,=14.8553,=0.8041,=14.7700,=11.1812,=9.7261
2026-04-08,=12816.4100,=13958.9986,=4181530961930.0801,=3480663956173,=2164693634043.5801,=14.8932,=0.8071,=14.7700,=11.1801,=9.7251
2026-04-07,=12070.5600,=13146.6542,=3942223314896.0498,=3281143999682,=2039956689562.0896,=14.3713,=0.7665,=14.7688,=11.1790,=9.7251
2026-04-03,=11883.1500,=12942.5336,=3853682830162.8999,=3216238234041,=2002832774472.2900,=14.2358,=0.7551,=14.7688,=11.1782,=9.7251
2026-04-02,=11928.1600,=12991.5540,=3867788032023.5000,=3221316504118,=2008880357999.7200,=14.2582,=0.7581,=14.7688,=11.1774,=9.7251
2026-04-01,=12292.8000,=13388.7076,=3992328404266.2412,=3326264009670,=2071520593475.5896,=14.6307,=0.7904,=14.7688,=11.1769,=9.7251
2026-03-31,=11890.0200,=12950.0187,=3860918451261.2002,=3212272149301,=2000829690208.1899,=12.5545,=0.6117,=14.7700,=11.1763,=9.7223
2026-03-30,=12337.8600,=13437.7794,=3986458038112.7100,=3323707670715,=2065310546327.4707,=16.6284,=0.9007,=14.7700,=11.1718,=9.7223
2026-03-27,=12385.0200,=13489.1498,=4013197505651.8101,=3338518440328,=2072504693510.7800,=16.8213,=0.9144,=14.7688,=11.1673,=9.7223
2026-03-26,=12347.2000,=13447.9571,=3994969641157.3389,=3324015305452,=2065976431126.1504,=16.7688,=0.9124,=14.7628,=11.1621,=9.7223
2026-03-25,=12660.8700,=13789.5933,=4089209528691.0200,=3391030239830,=2116982565784.4805,=17.1255,=0.9324,=14.7359,=11.1569,=9.7223
2026-03-24,=12372.3800,=13475.3835,=4009147013092.8696,=3316867491871,=2069502066093.3501,=16.7800,=0.9142,=14.7359,=11.1561,=9.7214
2026-03-23,=12190.1900,=13276.9484,=3938148227359.0698,=3254457309954,=2035527728822.8000,=16.4025,=0.8822,=14.7358,=11.1553,=9.7214
2026-03-20,=12820.3300,=13963.2676,=4132701595265.1201,=3419049597045,=2140214895844.1001,=17.2840,=0.9398,=14.7232,=11.1514,=9.7214
2026-03-19,=13028.2300,=14189.6961,=4205289884731.0903,=3468196218872,=2175022028850.1797,=17.4694,=0.9492,=14.6990,=11.1475,=9.7214
2026-03-18,=13359.1100,=14550.0783,=4303606233568.8296,=3559663220530,=2229765463547.4897,=17.9604,=0.9680,=14.6954,=11.1460,=9.7214
2026-03-17,=13074.9800,=14240.6194,=4236340396107.7998,=3498122522397,=2185288451264.8296,=17.6657,=0.9598,=14.6954,=11.1445,=9.7197
2026-03-16,=13447.6700,=14646.5282,=4348245735580.6001,=3591890253052,=2245530883904.6597,=18.1528,=0.9723,=14.6744,=11.1402,=9.7197
2026-03-13,=13206.5400,=14383.9066,=4292993680985.0400,=3548720616438,=2207567988776.9702,=15.9634,=0.8535,=14.6722,=11.1359,=9.7197
2026-03-12,=13324.3500,=14512.2143,=4325236739638.8208,=3586116479870,=2226531992931.5200,=16.1900,=0.8685,=14.6709,=11.1341,=9.7197
2026-03-11,=13471.6600,=14672.6587,=4369216956181.0498,=3622534920502,=2251000960990.8604,=16.4303,=0.8854,=14.6628,=11.1322,=9.7197
2026-03-10,=13620.4200,=14834.6800,=4417709975860.2188,=3669140966988,=2278737963799.1401,=16.6921,=0.9118,=14.6628,=11.1298,=9.7135
2026-03-09,=13302.2400,=14488.1417,=4317462886788.5610,=3584561130709,=2225660720469.7998,=16.2308,=0.8726,=14.6615,=11.1275,=9.7135
2026-03-06,=13615.1700,=14828.9692,=4407696037439.8604,=3664160783217,=2277475034041.2002,=16.5876,=0.9003,=14.6591,=11.1259,=9.7135
2026-03-05,=13631.4400,=14846.6845,=4416984921233.6904,=3671196810537,=2281220390694.3501,=16.5726,=0.8984,=14.6529,=11.1243,=9.7135
2026-03-04,=13340.9600,=14530.3134,=4325994466431.4009,=3583701952638,=2231268425143.4697,=16.3218,=0.8806,=14.6473,=11.1196,=9.7135
2026-03-03,=13422.9600,=14619.6176,=4370243369635.9199,=3617179509898,=2246596025974.1201,=14.5038,=0.7863,=14.6473,=11.1148,=9.7123
2026-03-02,=14195.1100,=15460.6017,=4611019603731.4600,=3826899552645,=2375448126125.6104,=17.5219,=0.9532,=14.6473,=11.1140,=9.7123
2026-02-27,=14425.7900,=15711.8494,=4681246134741.7598,=3879037626710,=2412060944632.1802,=17.7967,=0.9646,=14.6298,=11.1131,=9.7123
2026-02-26,=14521.2200,=15815.7914,=4708702568229.4902,=3894569487643,=2426209887534.0298,=17.8139,=0.9664,=14.6228,=11.1120,=9.7123
2026-02-25,=14340.3100,=15618.7484,=4637231824683.9697,=3826226572172,=2392195782799.8301,=17.6866,=0.9620,=14.6096,=11.1108,=9.7123
2026-02-24,=14276.0400,=15548.7549,=4607757835156.3301,=3799595647381,=2381480335531.4102,=19.8219,=0.9873,=14.6096,=11.1056,=9.7094
2026-02-13,=14220.5000,=15488.2628,=4632806286267.9502,=3819759510306,=2377768223250.6602,=17.6402,=0.9626,=14.6057,=11.1004,=9.7094
2026-02-12,=14217.6000,=15485.1012,=4629754924272.0098,=3820557152141,=2376497540477.0400,=17.6253,=0.9625,=14.5984,=11.1001,=9.7094
2026-02-11,=13957.8400,=15202.1856,=4544493236120,=3745405868304,=2331524559345.6597,=15.1728,=0.8297,=14.5825,=11.0998,=9.7094
2026-02-10,=14162.9200,=15425.5431,=4607001673169.9707,=3799015594801,=2366054381950.0498,=17.3715,=0.9510,=14.5811,=11.0957,=9.7094
2026-02-09,=14068.0700,=15321.8108,=4567409672454.6289,=3767623407861,=2348501949114.2500,=17.2031,=0.9440,=14.5811,=11.0917,=9.7086
2026-02-06,=13596.8200,=14808.5611,=4416207303400.1094,=3644740791555,=2268993981171.5298,=14.5498,=0.7982,=14.5790,=11.0906,=9.7086
2026-02-05,=13729.5200,=14953.0877,=4439720445541.9785,=3673325706313,=2290419883021.8501,=14.7358,=0.8121,=14.5790,=11.0895,=9.7086
2026-02-04,=13940.4300,=15182.7924,=4516694657479.8008,=3729705601307,=2325908430916.8198,=15.0168,=0.8247,=14.5666,=11.0884,=9.7086
2026-02-03,=14227.2600,=15495.1844,=4601928564167.5215,=3808551862292,=2376007142860.7402,=17.3444,=0.9483,=14.5513,=11.0873,=9.7086
2026-02-02,=14031.1500,=15281.6044,=4580726177925.8701,=3783240872969,=2351834049030.7705,=16.9038,=0.9279,=14.5513,=11.0816,=9.7085
2026-01-30,=14753.9700,=16068.8325,=4802740882669.9502,=3963166793929,=2469626676396.3301,=17.8505,=0.9681,=14.5411,=11.0758,=9.7085
2026-01-29,=14563.2400,=15861.1137,=4764559032651.7998,=3927776669169,=2438262832319.3501,=17.7125,=0.9649,=14.5243,=11.0734,=9.7085
2026-01-28,=15195.1300,=16548.7565,=4965562469561.2100,=4086848732070,=2543010515423.8403,=18.4563,=0.9776,=14.5209,=11.0710,=9.7085
2026-01-27,=14962.2800,=16295.1607,=4898536016278.9395,=4049824517428,=2506879997762.9902,=18.2745,=0.9763,=14.5193,=11.0702,=9.7085
2026-01-26,=14687.9500,=15996.3917,=4825525133468.7393,=3993163562236,=2463372401939.7202,=15.7273,=0.8515,=14.5193,=11.0694,=9.6980
2026-01-23,=15005.8600,=16342.6243,=4935915965003.0889,=4081990887254,=2516527885962.1299,=15.9346,=0.8629,=14.5167,=11.0694,=9.6980
2026-01-22,=15016.8100,=16354.5537,=4956756689192.9297,=4092747346722,=2520704698654.8604,=15.9598,=0.8641,=14.5155,=11.0694,=9.6980
2026-01-21,=15082.0900,=16425.6495,=4977483490111.5703,=4109349750031,=2530385787827.1797,=18.2027,=0.9750,=14.5154,=11.0668,=9.6980
2026-01-20,=14429.7100,=15715.1518,=4766045159849.9785,=3930876035221,=2422710804443.9307,=15.2468,=0.8363,=14.5132,=11.0643,=9.6980
2026-01-19,=14556.8800,=15853.6512,=4837844923350.9297,=3983245341420,=2448903033451.5498,=15.2806,=0.8394,=14.5132,=11.0608,=9.6963
2026-01-16,=14550.8500,=15847.0822,=4840974595757.9492,=3974912229241,=2447476630822.0996,=15.3360,=0.8425,=14.5110,=11.0572,=9.6963
2026-01-15,=14101.0600,=15357.2188,=4722911109770.7500,=3876933415842,=2376957966407.6401,=14.9330,=0.8296,=14.5055,=11.0558,=9.6963
2026-01-14,=13933.1400,=15174.3435,=4689320638877.5586,=3843596905756,=2353164136878.7700,=14.7700,=0.8218,=14.5005,=11.0544,=9.6963
2026-01-13,=13719.6800,=14941.8685,=4603461386940.7002,=3762539688420,=2314354671808.7998,=14.4340,=0.7959,=14.4961,=11.0431,=9.6963
2026-01-12,=14195.4600,=15460.0367,=4773009369032.1797,=3911954624965,=2397730615629.9697,=14.8289,=0.8260,=14.5005,=11.0318,=9.6959
2026-01-09,=13959.2900,=15202.8287,=4710933691531.7695,=3850288848530,=2359014459146.7900,=14.6057,=0.8117,=14.4961,=11.0313,=9.6959
2026-01-08,=13913.8000,=15153.2831,=4691417109855.9902,=3823575162931,=2349133511489.3501,=14.5243,=0.8071,=14.4927,=11.0308,=9.6959
2026-01-07,=13849.2900,=15083.0217,=4647243102228.5000,=3779740205216,=2334315438321.2998,=14.4692,=0.7986,=14.4847,=11.0284,=9.6959
2026-01-06,=13592.1600,=14802.9934,=4587897407981.9004,=3711731467680,=2292880321983.4497,=14.1768,=0.7765,=14.4847,=11.0261,=9.6959
2026-01-05,=13280.2400,=14463.2833,=4506769666555.6592,=3643937104483,=2243363211993.7900,=13.8189,=0.7511,=14.4927,=11.0231,=9.6947
2025-12-31,=12686.4300,=13816.5779,=4322163355680.8999,=3504768351214,=2142396221018.3401,=13.2293,=0.6831,=14.4927,=11.0202,=9.6947
2025-12-30,=12865.0700,=14011.1269,=4389461532608.2002,=3556458304097,=2175098792695.6799,=13.3827,=0.7029,=14.4927,=11.0190,=9.6947
2025-12-29,=12730.4500,=13864.5103,=4322661182744.2598,=3503659716215,=2148590575546.2695,=13.2683,=0.6878,=14.4927,=11.0178,=9.6947
2025-12-26,=12723.5500,=13857.0017,=4308309808072.5508,=3491268708565,=2143722615400.0200,=13.3197,=0.6948,=14.4927,=11.0148,=9.6947
2025-12-25,=12794.4000,=13934.1587,=4342535932154.4399,=3518721533239,=2157006284119.1899,=13.3568,=0.6984,=14.4961,=11.0119,=9.6909
2025-12-24,=12833.4100,=13976.6468,=4353855859657.2100,=3529897199665,=2164360279526.6699,=13.3759,=0.7021,=14.4961,=11.0118,=9.6909
2025-12-23,=12688.6000,=13818.9394,=4301457024907.2402,=3499739892595,=2141018341021.4800,=13.1571,=0.6805,=14.4961,=11.0117,=9.6909
2025-12-22,=12574.4800,=13694.6555,=4261085358996.0698,=3456064031593,=2119062510499.9695,=13.0891,=0.6758,=14.4961,=11.0082,=9.6909
2025-12-19,=12196.3600,=13282.8482,=4114049558165.4590,=3352099299979,=2055662216835.4600,=12.6619,=0.6443,=14.4961,=11.0047,=9.6909
2025-12-18,=12213.2000,=13301.1916,=4115618581790.8799,=3357926453447,=2059024245804.3501,=12.7121,=0.6467,=14.5005,=11.0031,=9.6886
2025-12-17,=12322.5600,=13420.2879,=4163051703861.8599,=3400797695075,=2078706651405.2600,=12.8463,=0.6543,=14.5005,=11.0015,=9.6886
2025-12-16,=12026.8500,=13098.2406,=4057234687632.7612,=3314207293406,=2028166091564.1704,=12.5224,=0.6358,=14.5005,=10.9993,=9.6886
2025-12-15,=12256.2100,=13348.0318,=4141190522848.1699,=3384014582726,=2069155322853.0300,=12.7130,=0.6473,=14.5005,=10.9971,=9.6886
2025-12-12,=12577.2000,=13697.6092,=4206938035434.1201,=3428031199861,=2094690422018.8501,=12.2249,=0.6119,=14.5005,=10.9914,=9.6886
2025-12-11,=12426.3600,=13533.3395,=4150863971333.5601,=3393633988482,=2068120710066.7300,=11.9875,=0.5973,=14.5055,=10.9857,=9.6778
2025-12-10,=12651.4600,=13778.4887,=4231698402581.9609,=3456810789320,=2105156349414.1904,=12.1855,=0.6107,=14.5055,=10.9837,=9.6778
2025-12-09,=12648.1400,=13774.8733,=4225212458205.0200,=3452117084857,=2104652531155.3401,=12.1261,=0.6092,=14.5055,=10.9817,=9.6778
2025-12-08,=12657.5200,=13785.0859,=4232513383604.8901,=3453915209858,=2106937655189.1396,=12.1493,=0.6102,=14.5055,=10.9805,=9.6778
2025-12-05,=12359.0900,=13460.0739,=4129041848083.1992,=3370506841071,=2057413717791.3701,=11.9255,=0.5929,=14.5055,=10.9794,=9.6778
2025-12-04,=12403.3100,=13508.2344,=4145903181637.3896,=3383823117899,=2064719821616.8604,=11.9494,=0.5953,=14.5110,=10.9788,=9.6764
2025-12-03,=12143.3500,=13225.1166,=4051948548438.3701,=3309776442002,=2020691790644.2295,=11.7505,=0.5839,=14.5110,=10.9782,=9.6764
2025-12-02,=12219.2300,=13307.7522,=4078840384317.8799,=3328100242413,=2033802878542.8999,=11.8729,=0.5921,=14.5110,=10.9773,=9.6764
2025-12-01,=12417.1700,=13523.3289,=4144671815698.4902,=3384347017048,=2066814728851.4800,=12.0099,=0.5991,=14.5110,=10.9764,=9.6764
2025-11-28,=12190.3600,=13276.3080,=4080022612830.3809,=3325480444972,=2029636713561.1101,=11.7844,=0.5857,=14.5110,=10.9741,=9.6764
2025-11-27,=12050.6200,=13124.1284,=4033179509337.2500,=3286940122531,=2006506375769.6904,=11.6272,=0.5756,=14.5132,=10.9718,=9.6756
2025-11-26,=12016.5400,=13087.0095,=4025087449320.4609,=3278485202360,=2001157773718.2800,=11.6135,=0.5753,=14.5132,=10.9691,=9.6756
2025-11-25,=11836.0100,=12890.3944,=3962209938555.2695,=3222554916953,=1971506103600.5903,=11.4862,=0.5651,=14.5132,=10.9664,=9.6756
2025-11-24,=11743.6200,=12789.7697,=3934659997801.2788,=3205641040089,=1956440899713.3201,=11.2986,=0.5431,=14.5132,=10.9660,=9.6756
2025-11-21,=11640.4100,=12675.1232,=3907700596684.4697,=3170424214930,=1939143259883.4104,=11.2225,=0.5349,=14.5132,=10.9656,=9.6756
2025-11-20,=12157.2300,=13237.8906,=4070817089594.6904,=3307985583796,=2024514814232.8000,=11.6806,=0.5781,=14.5154,=10.9647,=9.6724
2025-11-19,=12311.9700,=13406.3799,=4107710948543.0898,=3347162694686,=2050098632669.2495,=11.8543,=0.5884,=14.5154,=10.9638,=9.6724
2025-11-18,=12427.7500,=13532.4586,=4148845060566.3301,=3377273312229,=2069481054602.1799,=12.0200,=0.5980,=14.5154,=10.9631,=9.6724
2025-11-17,=12314.9500,=13409.6310,=4109428561354.1392,=3339569526391,=2050131605539.0295,=11.9420,=0.5931,=14.5154,=10.9624,=9.6724
2025-11-14,=12391.8400,=13493.3508,=4136015576642.8599,=3363225891793,=2063025586886.9705,=11.9842,=0.5955,=14.5154,=10.9605,=9.6724
2025-11-13,=12853.9400,=13996.5308,=4286031876108.2900,=3482401822110,=2138166282629.0095,=12.3884,=0.6224,=14.5155,=10.9585,=9.6715
2025-11-12,=12639.3600,=13762.8691,=4215728251606.7002,=3433936099566,=2102593910711.2600,=12.2075,=0.6069,=14.5155,=10.9572,=9.6715
2025-11-11,=12710.9200,=13840.7953,=4219044090465.5010,=3447313378219,=2114099149849.2097,=12.3613,=0.6179,=14.5155,=10.9559,=9.6715
2025-11-10,=12952.3300,=14103.6589,=4301878244903.7305,=3515124562972,=2153432434218.5200,=12.5693,=0.6342,=14.5155,=10.9555,=9.6715
2025-11-07,=13017.1200,=14174.2082,=4339379133959.4102,=3540395379582,=2164345547462.0400,=12.5304,=0.6313,=14.5155,=10.9551,=9.6715
2025-11-06,=13196.1200,=14369.1206,=4407809567401.8496,=3591488255716,=2193789508353.6299,=12.6892,=0.6403,=14.5167,=10.9474,=9.6683
2025-11-05,=12679.0700,=13806.1111,=4222890989736.0298,=3438450070730,=2108142966165.2195,=12.3556,=0.6182,=14.5167,=10.9397,=9.6683
2025-11-04,=12775,=13910.5712,=4246326978797.9092,=3460875249874,=2124134686118.1104,=12.4431,=0.6279,=14.5167,=10.9324,=9.6683
2025-11-03,=12840.2000,=13981.5656,=4265717903139.6099,=3477092473407,=2134413359727.4099,=12.5415,=0.6323,=14.5167,=10.9252,=9.6683
2025-10-31,=12976.8300,=14130.3423,=4333335778031.4502,=3520524854113,=2158430138021.1699,=12.6696,=0.6394,=14.5167,=10.9230,=9.6683
2025-10-30,=13517.8300,=14719.4287,=4502864970447.2500,=3660520780999,=2227319188212.3252,=13.6210,=0.7304,=14.5193,=10.9208,=9.6650
2025-10-29,=13820.1000,=15048.5739,=4613933382991.4697,=3743966491181,=2273077196093.9658,=14.0325,=0.7608,=14.5193,=10.9182,=9.6650
2025-10-28,=13809.6000,=15037.1378,=4608333687295.1992,=3740784823271,=2271029685315.8896,=14.0276,=0.7600,=14.5193,=10.9155,=9.6650
2025-10-27,=13918.8400,=15156.0884,=4660387865033.5303,=3780482102332,=2282327769971.3750,=14.1814,=0.7698,=14.5193,=10.9139,=9.6650
2025-10-24,=13573.6500,=14780.2158,=4577182790071.0508,=3700941184156,=2225868964050.8301,=13.8231,=0.7457,=14.5193,=10.9123,=9.6650
